Location ID,Program Category,total_weekly_hours,total_program_hours,total_weekly_hours_60,total_program_hours_60,total_weekly_hours_14,total_program_hours_14,Hours_% Over60_Weekly,Hours_% Over60_Total,Hours_% Under14_Weekly,Hours_% Under14_Total,_id,Parent Location ID,Location Name,Location Type,Accessibility,Intersection,TTC Information,District,Street No,Street No Suffix,Street Name,Street Type,Street Direction,Postal Code,Description,PC,postal_code,country_code,place_name,state_name,state_code,county_name,county_code,community_name,community_code,latitude,longitude,accuracy
63,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,177.0,John Innes Community Recreation Centre,crc,Fully Accessible,Sherbourne Street and Shuter Street,None,Toronto and East York,150,None,Sherbourne,St,None,M5A 2R6,"John Innes Community Recreation Centre is located in the Moss Park Neighbourhood of downtown Toronto. It offers a wide variety of programs for all age groups.
<br><br>
<a href=""/explore-enjoy/recreation/free-lower-cost-recreation-options/?accordion=free-centres"">This is a free centre</a>. This location has some <a href=""https://www.toronto.ca/explore-enjoy/recreation/youth-recreation/"">youth-specific programming</a>.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
63,Arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,177.0,John Innes Community Recreation Centre,crc,Fully Accessible,Sherbourne Street and Shuter Street,None,Toronto and East York,150,None,Sherbourne,St,None,M5A 2R6,"John Innes Community Recreation Centre is located in the Moss Park Neighbourhood of downtown Toronto. It offers a wide variety of programs for all age groups.
<br><br>
<a href=""/explore-enjoy/recreation/free-lower-cost-recreation-options/?accordion=free-centres"">This is a free centre</a>. This location has some <a href=""https://www.toronto.ca/explore-enjoy/recreation/youth-recreation/"">youth-specific programming</a>.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
63,Swimming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,177.0,John Innes Community Recreation Centre,crc,Fully Accessible,Sherbourne Street and Shuter Street,None,Toronto and East York,150,None,Sherbourne,St,None,M5A 2R6,"John Innes Community Recreation Centre is located in the Moss Park Neighbourhood of downtown Toronto. It offers a wide variety of programs for all age groups.
<br><br>
<a href=""/explore-enjoy/recreation/free-lower-cost-recreation-options/?accordion=free-centres"">This is a free centre</a>. This location has some <a href=""https://www.toronto.ca/explore-enjoy/recreation/youth-recreation/"">youth-specific programming</a>.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
63,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,177.0,John Innes Community Recreation Centre,crc,Fully Accessible,Sherbourne Street and Shuter Street,None,Toronto and East York,150,None,Sherbourne,St,None,M5A 2R6,"John Innes Community Recreation Centre is located in the Moss Park Neighbourhood of downtown Toronto. It offers a wide variety of programs for all age groups.
<br><br>
<a href=""/explore-enjoy/recreation/free-lower-cost-recreation-options/?accordion=free-centres"">This is a free centre</a>. This location has some <a href=""https://www.toronto.ca/explore-enjoy/recreation/youth-recreation/"">youth-specific programming</a>.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
272,Camps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,272.0,St. Lawrence Community Recreation Centre,crc,Partially Accessible,None,None,Toronto and East York,230,None,The Esplanade,None,None,M5A 4J6,"St. Lawrence Community Centre is located in the historic St. Lawrence Neighbourhood of downtown Toronto. The community centre shares its space with Market Lane Public School and the St. Lawrence Community Day Care. It offers a full range of programming for families, children, adults and older adults.<br><br>

There are two squash courts that are available to reserve by calling the centre.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
272,Fitness,3.0,27.0,2.0,18.0,0.0,0.0,66.7,66.7,0.0,0.0,234,272.0,St. Lawrence Community Recreation Centre,crc,Partially Accessible,None,None,Toronto and East York,230,None,The Esplanade,None,None,M5A 4J6,"St. Lawrence Community Centre is located in the historic St. Lawrence Neighbourhood of downtown Toronto. The community centre shares its space with Market Lane Public School and the St. Lawrence Community Day Care. It offers a full range of programming for families, children, adults and older adults.<br><br>

There are two squash courts that are available to reserve by calling the centre.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
272,Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,272.0,St. Lawrence Community Recreation Centre,crc,Partially Accessible,None,None,Toronto and East York,230,None,The Esplanade,None,None,M5A 4J6,"St. Lawrence Community Centre is located in the historic St. Lawrence Neighbourhood of downtown Toronto. The community centre shares its space with Market Lane Public School and the St. Lawrence Community Day Care. It offers a full range of programming for families, children, adults and older adults.<br><br>

There are two squash courts that are available to reserve by calling the centre.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
272,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,272.0,St. Lawrence Community Recreation Centre,crc,Partially Accessible,None,None,Toronto and East York,230,None,The Esplanade,None,None,M5A 4J6,"St. Lawrence Community Centre is located in the historic St. Lawrence Neighbourhood of downtown Toronto. The community centre shares its space with Market Lane Public School and the St. Lawrence Community Day Care. It offers a full range of programming for families, children, adults and older adults.<br><br>

There are two squash courts that are available to reserve by calling the centre.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
272,Arts,18.8,166.8,0.0,0.0,5.8,51.8,0.0,0.0,30.9,31.1,234,272.0,St. Lawrence Community Recreation Centre,crc,Partially Accessible,None,None,Toronto and East York,230,None,The Esplanade,None,None,M5A 4J6,"St. Lawrence Community Centre is located in the historic St. Lawrence Neighbourhood of downtown Toronto. The community centre shares its space with Market Lane Public School and the St. Lawrence Community Day Care. It offers a full range of programming for families, children, adults and older adults.<br><br>

There are two squash courts that are available to reserve by calling the centre.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
272,Swimming,366.5,878.0,0.0,0.0,79.5,239.5,0.0,0.0,21.7,27.3,234,272.0,St. Lawrence Community Recreation Centre,crc,Partially Accessible,None,None,Toronto and East York,230,None,The Esplanade,None,None,M5A 4J6,"St. Lawrence Community Centre is located in the historic St. Lawrence Neighbourhood of downtown Toronto. The community centre shares its space with Market Lane Public School and the St. Lawrence Community Day Care. It offers a full range of programming for families, children, adults and older adults.<br><br>

There are two squash courts that are available to reserve by calling the centre.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
272,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,272.0,St. Lawrence Community Recreation Centre,crc,Partially Accessible,None,None,Toronto and East York,230,None,The Esplanade,None,None,M5A 4J6,"St. Lawrence Community Centre is located in the historic St. Lawrence Neighbourhood of downtown Toronto. The community centre shares its space with Market Lane Public School and the St. Lawrence Community Day Care. It offers a full range of programming for families, children, adults and older adults.<br><br>

There are two squash courts that are available to reserve by calling the centre.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
2012,Camps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182,2012.0,Pam McConnell Aquatic Centre,crc,Fully Accessible,None,None,Toronto and East York,640,None,Dundas,St,E,M5A 2B8,"The Pam McConnell Aquatic Centre, formerly the Regent Park Aquatic Centre, features a 25-metre lap pool.  A family/universal change room is available at this location.
<br><br>
<a href=""/explore-enjoy/recreation/free-lower-cost-recreation-options/?accordion=free-centres"">This is a free centre</a>.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
2012,Fitness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182,2012.0,Pam McConnell Aquatic Centre,crc,Fully Accessible,None,None,Toronto and East York,640,None,Dundas,St,E,M5A 2B8,"The Pam McConnell Aquatic Centre, formerly the Regent Park Aquatic Centre, features a 25-metre lap pool.  A family/universal change room is available at this location.
<br><br>
<a href=""/explore-enjoy/recreation/free-lower-cost-recreation-options/?accordion=free-centres"">This is a free centre</a>.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
2012,Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182,2012.0,Pam McConnell Aquatic Centre,crc,Fully Accessible,None,None,Toronto and East York,640,None,Dundas,St,E,M5A 2B8,"The Pam McConnell Aquatic Centre, formerly the Regent Park Aquatic Centre, features a 25-metre lap pool.  A family/universal change room is available at this location.
<br><br>
<a href=""/explore-enjoy/recreation/free-lower-cost-recreation-options/?accordion=free-centres"">This is a free centre</a>.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
2012,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182,2012.0,Pam McConnell Aquatic Centre,crc,Fully Accessible,None,None,Toronto and East York,640,None,Dundas,St,E,M5A 2B8,"The Pam McConnell Aquatic Centre, formerly the Regent Park Aquatic Centre, features a 25-metre lap pool.  A family/universal change room is available at this location.
<br><br>
<a href=""/explore-enjoy/recreation/free-lower-cost-recreation-options/?accordion=free-centres"">This is a free centre</a>.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
2012,Arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182,2012.0,Pam McConnell Aquatic Centre,crc,Fully Accessible,None,None,Toronto and East York,640,None,Dundas,St,E,M5A 2B8,"The Pam McConnell Aquatic Centre, formerly the Regent Park Aquatic Centre, features a 25-metre lap pool.  A family/universal change room is available at this location.
<br><br>
<a href=""/explore-enjoy/recreation/free-lower-cost-recreation-options/?accordion=free-centres"">This is a free centre</a>.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
2012,Swimming,286.5,1105.0,0.0,0.0,46.5,213.5,0.0,0.0,16.2,19.3,1182,2012.0,Pam McConnell Aquatic Centre,crc,Fully Accessible,None,None,Toronto and East York,640,None,Dundas,St,E,M5A 2B8,"The Pam McConnell Aquatic Centre, formerly the Regent Park Aquatic Centre, features a 25-metre lap pool.  A family/universal change room is available at this location.
<br><br>
<a href=""/explore-enjoy/recreation/free-lower-cost-recreation-options/?accordion=free-centres"">This is a free centre</a>.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
2012,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182,2012.0,Pam McConnell Aquatic Centre,crc,Fully Accessible,None,None,Toronto and East York,640,None,Dundas,St,E,M5A 2B8,"The Pam McConnell Aquatic Centre, formerly the Regent Park Aquatic Centre, features a 25-metre lap pool.  A family/universal change room is available at this location.
<br><br>
<a href=""/explore-enjoy/recreation/free-lower-cost-recreation-options/?accordion=free-centres"">This is a free centre</a>.",M5A,M5A,CA,Toronto,Ontario,ON,Toronto,8133394.0,,,43.6555,-79.3626,6.0
96,Camps,231.0,231.0,0.0,0.0,231.0,231.0,0.0,0.0,100.0,100.0,83,96.0,Maurice Cody Community Centre,crc,Partially Accessible,None,None,North York,181,None,Cleveland,St,None,M4S 3C1,"Attached to the Toronto District School Board school called Maurice Cody Public School, Maurice Cody Community Centre offers programs and activities for residents of all ages. Recreation staff are available in the office who can provide program registration and information about events in the facility, satellite locations and the community.",M4S,M4S,CA,Central Toronto (Davisville),Ontario,ON,Toronto,8133394.0,,,43.702,-79.3853,6.0
96,Fitness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,96.0,Maurice Cody Community Centre,crc,Partially Accessible,None,None,North York,181,None,Cleveland,St,None,M4S 3C1,"Attached to the Toronto District School Board school called Maurice Cody Public School, Maurice Cody Community Centre offers programs and activities for residents of all ages. Recreation staff are available in the office who can provide program registration and information about events in the facility, satellite locations and the community.",M4S,M4S,CA,Central Toronto (Davisville),Ontario,ON,Toronto,8133394.0,,,43.702,-79.3853,6.0
96,Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,96.0,Maurice Cody Community Centre,crc,Partially Accessible,None,None,North York,181,None,Cleveland,St,None,M4S 3C1,"Attached to the Toronto District School Board school called Maurice Cody Public School, Maurice Cody Community Centre offers programs and activities for residents of all ages. Recreation staff are available in the office who can provide program registration and information about events in the facility, satellite locations and the community.",M4S,M4S,CA,Central Toronto (Davisville),Ontario,ON,Toronto,8133394.0,,,43.702,-79.3853,6.0
96,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,96.0,Maurice Cody Community Centre,crc,Partially Accessible,None,None,North York,181,None,Cleveland,St,None,M4S 3C1,"Attached to the Toronto District School Board school called Maurice Cody Public School, Maurice Cody Community Centre offers programs and activities for residents of all ages. Recreation staff are available in the office who can provide program registration and information about events in the facility, satellite locations and the community.",M4S,M4S,CA,Central Toronto (Davisville),Ontario,ON,Toronto,8133394.0,,,43.702,-79.3853,6.0
96,Arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,96.0,Maurice Cody Community Centre,crc,Partially Accessible,None,None,North York,181,None,Cleveland,St,None,M4S 3C1,"Attached to the Toronto District School Board school called Maurice Cody Public School, Maurice Cody Community Centre offers programs and activities for residents of all ages. Recreation staff are available in the office who can provide program registration and information about events in the facility, satellite locations and the community.",M4S,M4S,CA,Central Toronto (Davisville),Ontario,ON,Toronto,8133394.0,,,43.702,-79.3853,6.0
96,Swimming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,96.0,Maurice Cody Community Centre,crc,Partially Accessible,None,None,North York,181,None,Cleveland,St,None,M4S 3C1,"Attached to the Toronto District School Board school called Maurice Cody Public School, Maurice Cody Community Centre offers programs and activities for residents of all ages. Recreation staff are available in the office who can provide program registration and information about events in the facility, satellite locations and the community.",M4S,M4S,CA,Central Toronto (Davisville),Ontario,ON,Toronto,8133394.0,,,43.702,-79.3853,6.0
96,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,96.0,Maurice Cody Community Centre,crc,Partially Accessible,None,None,North York,181,None,Cleveland,St,None,M4S 3C1,"Attached to the Toronto District School Board school called Maurice Cody Public School, Maurice Cody Community Centre offers programs and activities for residents of all ages. Recreation staff are available in the office who can provide program registration and information about events in the facility, satellite locations and the community.",M4S,M4S,CA,Central Toronto (Davisville),Ontario,ON,Toronto,8133394.0,,,43.702,-79.3853,6.0
171,Camps,1140.0,1140.0,0.0,0.0,874.0,874.0,0.0,0.0,76.7,76.7,144,171.0,Earl Bales Community Centre,crc,Fully Accessible,None,None,North York,4169,None,Bathurst,St,None,M3H 3P7,"In the fourth largest park in the city, the Earl Bales Community Centre, is a multipurpose facility that is fully accessible for people with disabilities.  Programs offered are arts, fitness, early years, youth drop in, camps, outdoor adventures and more.  The community centre supports the community with over fifty local groups, and a banquet hall that is rented out for various functions.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
171,Fitness,5.5,59.0,1.0,12.0,0.0,0.0,18.2,20.3,0.0,0.0,144,171.0,Earl Bales Community Centre,crc,Fully Accessible,None,None,North York,4169,None,Bathurst,St,None,M3H 3P7,"In the fourth largest park in the city, the Earl Bales Community Centre, is a multipurpose facility that is fully accessible for people with disabilities.  Programs offered are arts, fitness, early years, youth drop in, camps, outdoor adventures and more.  The community centre supports the community with over fifty local groups, and a banquet hall that is rented out for various functions.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
171,Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,171.0,Earl Bales Community Centre,crc,Fully Accessible,None,None,North York,4169,None,Bathurst,St,None,M3H 3P7,"In the fourth largest park in the city, the Earl Bales Community Centre, is a multipurpose facility that is fully accessible for people with disabilities.  Programs offered are arts, fitness, early years, youth drop in, camps, outdoor adventures and more.  The community centre supports the community with over fifty local groups, and a banquet hall that is rented out for various functions.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
171,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,171.0,Earl Bales Community Centre,crc,Fully Accessible,None,None,North York,4169,None,Bathurst,St,None,M3H 3P7,"In the fourth largest park in the city, the Earl Bales Community Centre, is a multipurpose facility that is fully accessible for people with disabilities.  Programs offered are arts, fitness, early years, youth drop in, camps, outdoor adventures and more.  The community centre supports the community with over fifty local groups, and a banquet hall that is rented out for various functions.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
171,Arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,171.0,Earl Bales Community Centre,crc,Fully Accessible,None,None,North York,4169,None,Bathurst,St,None,M3H 3P7,"In the fourth largest park in the city, the Earl Bales Community Centre, is a multipurpose facility that is fully accessible for people with disabilities.  Programs offered are arts, fitness, early years, youth drop in, camps, outdoor adventures and more.  The community centre supports the community with over fifty local groups, and a banquet hall that is rented out for various functions.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
171,Swimming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,171.0,Earl Bales Community Centre,crc,Fully Accessible,None,None,North York,4169,None,Bathurst,St,None,M3H 3P7,"In the fourth largest park in the city, the Earl Bales Community Centre, is a multipurpose facility that is fully accessible for people with disabilities.  Programs offered are arts, fitness, early years, youth drop in, camps, outdoor adventures and more.  The community centre supports the community with over fifty local groups, and a banquet hall that is rented out for various functions.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
171,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,171.0,Earl Bales Community Centre,crc,Fully Accessible,None,None,North York,4169,None,Bathurst,St,None,M3H 3P7,"In the fourth largest park in the city, the Earl Bales Community Centre, is a multipurpose facility that is fully accessible for people with disabilities.  Programs offered are arts, fitness, early years, youth drop in, camps, outdoor adventures and more.  The community centre supports the community with over fifty local groups, and a banquet hall that is rented out for various functions.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
664,Camps,266.0,266.0,0.0,0.0,266.0,266.0,0.0,0.0,100.0,100.0,565,664.0,Irving W. Chapley Community Centre,crc,Fully Accessible,Wilmington Avenue and Kennard Avenue,None,North York,205,None,Wilmington,Ave,None,M3H 6B3,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br><strong>Leisure Skate inquiries:</strong> 416-395-7880<br>
<strong>Room Rental inquiries:</strong> 416-395-0475<br>
<strong>Pool:</strong> 416-395-6697<br>
<strong>Ice Rental Permits:</strong> 416-395-6025<br><br>

Irving W Chapley Community Centre offers programs for various age groups. Space is used by various community groups as well as some city implemented fitness, chess & keyboard programs. This facility is surrounded by a wonderful outdoor green space that is enhanced by tennis courts, basketball courts, ball hockey courts, bocce courts, a softball diamond, playground and plenty of open grass space.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
664,Fitness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,664.0,Irving W. Chapley Community Centre,crc,Fully Accessible,Wilmington Avenue and Kennard Avenue,None,North York,205,None,Wilmington,Ave,None,M3H 6B3,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br><strong>Leisure Skate inquiries:</strong> 416-395-7880<br>
<strong>Room Rental inquiries:</strong> 416-395-0475<br>
<strong>Pool:</strong> 416-395-6697<br>
<strong>Ice Rental Permits:</strong> 416-395-6025<br><br>

Irving W Chapley Community Centre offers programs for various age groups. Space is used by various community groups as well as some city implemented fitness, chess & keyboard programs. This facility is surrounded by a wonderful outdoor green space that is enhanced by tennis courts, basketball courts, ball hockey courts, bocce courts, a softball diamond, playground and plenty of open grass space.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
664,Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,664.0,Irving W. Chapley Community Centre,crc,Fully Accessible,Wilmington Avenue and Kennard Avenue,None,North York,205,None,Wilmington,Ave,None,M3H 6B3,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br><strong>Leisure Skate inquiries:</strong> 416-395-7880<br>
<strong>Room Rental inquiries:</strong> 416-395-0475<br>
<strong>Pool:</strong> 416-395-6697<br>
<strong>Ice Rental Permits:</strong> 416-395-6025<br><br>

Irving W Chapley Community Centre offers programs for various age groups. Space is used by various community groups as well as some city implemented fitness, chess & keyboard programs. This facility is surrounded by a wonderful outdoor green space that is enhanced by tennis courts, basketball courts, ball hockey courts, bocce courts, a softball diamond, playground and plenty of open grass space.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
664,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,664.0,Irving W. Chapley Community Centre,crc,Fully Accessible,Wilmington Avenue and Kennard Avenue,None,North York,205,None,Wilmington,Ave,None,M3H 6B3,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br><strong>Leisure Skate inquiries:</strong> 416-395-7880<br>
<strong>Room Rental inquiries:</strong> 416-395-0475<br>
<strong>Pool:</strong> 416-395-6697<br>
<strong>Ice Rental Permits:</strong> 416-395-6025<br><br>

Irving W Chapley Community Centre offers programs for various age groups. Space is used by various community groups as well as some city implemented fitness, chess & keyboard programs. This facility is surrounded by a wonderful outdoor green space that is enhanced by tennis courts, basketball courts, ball hockey courts, bocce courts, a softball diamond, playground and plenty of open grass space.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
664,Arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,664.0,Irving W. Chapley Community Centre,crc,Fully Accessible,Wilmington Avenue and Kennard Avenue,None,North York,205,None,Wilmington,Ave,None,M3H 6B3,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br><strong>Leisure Skate inquiries:</strong> 416-395-7880<br>
<strong>Room Rental inquiries:</strong> 416-395-0475<br>
<strong>Pool:</strong> 416-395-6697<br>
<strong>Ice Rental Permits:</strong> 416-395-6025<br><br>

Irving W Chapley Community Centre offers programs for various age groups. Space is used by various community groups as well as some city implemented fitness, chess & keyboard programs. This facility is surrounded by a wonderful outdoor green space that is enhanced by tennis courts, basketball courts, ball hockey courts, bocce courts, a softball diamond, playground and plenty of open grass space.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
664,Swimming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,664.0,Irving W. Chapley Community Centre,crc,Fully Accessible,Wilmington Avenue and Kennard Avenue,None,North York,205,None,Wilmington,Ave,None,M3H 6B3,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br><strong>Leisure Skate inquiries:</strong> 416-395-7880<br>
<strong>Room Rental inquiries:</strong> 416-395-0475<br>
<strong>Pool:</strong> 416-395-6697<br>
<strong>Ice Rental Permits:</strong> 416-395-6025<br><br>

Irving W Chapley Community Centre offers programs for various age groups. Space is used by various community groups as well as some city implemented fitness, chess & keyboard programs. This facility is surrounded by a wonderful outdoor green space that is enhanced by tennis courts, basketball courts, ball hockey courts, bocce courts, a softball diamond, playground and plenty of open grass space.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
664,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,664.0,Irving W. Chapley Community Centre,crc,Fully Accessible,Wilmington Avenue and Kennard Avenue,None,North York,205,None,Wilmington,Ave,None,M3H 6B3,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br><strong>Leisure Skate inquiries:</strong> 416-395-7880<br>
<strong>Room Rental inquiries:</strong> 416-395-0475<br>
<strong>Pool:</strong> 416-395-6697<br>
<strong>Ice Rental Permits:</strong> 416-395-6025<br><br>

Irving W Chapley Community Centre offers programs for various age groups. Space is used by various community groups as well as some city implemented fitness, chess & keyboard programs. This facility is surrounded by a wonderful outdoor green space that is enhanced by tennis courts, basketball courts, ball hockey courts, bocce courts, a softball diamond, playground and plenty of open grass space.",M3H,M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
189,Camps,950.0,950.0,0.0,0.0,950.0,950.0,0.0,0.0,100.0,100.0,160,117.0,North Toronto Memorial Community Centre,crc,None,None,None,North York,200,None,Eglinton,Ave,W,M4R 1A7,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br>North Toronto Memorial Community Centre is a multi-use complex with a gymnasium, multipurpose rooms, and indoor and outdoor pools. A family/universal change room is available at this location.",M4R,M4R,CA,Central Toronto (North Toronto West),Ontario,ON,Toronto,8133394.0,,,43.7143,-79.4065,6.0
189,Fitness,65.5,653.6,12.5,124.5,3.0,27.0,19.1,19.0,4.6,4.1,160,117.0,North Toronto Memorial Community Centre,crc,None,None,None,North York,200,None,Eglinton,Ave,W,M4R 1A7,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br>North Toronto Memorial Community Centre is a multi-use complex with a gymnasium, multipurpose rooms, and indoor and outdoor pools. A family/universal change room is available at this location.",M4R,M4R,CA,Central Toronto (North Toronto West),Ontario,ON,Toronto,8133394.0,,,43.7143,-79.4065,6.0
189,Sports,13.0,57.0,13.0,57.0,0.0,0.0,100.0,100.0,0.0,0.0,160,117.0,North Toronto Memorial Community Centre,crc,None,None,None,North York,200,None,Eglinton,Ave,W,M4R 1A7,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br>North Toronto Memorial Community Centre is a multi-use complex with a gymnasium, multipurpose rooms, and indoor and outdoor pools. A family/universal change room is available at this location.",M4R,M4R,CA,Central Toronto (North Toronto West),Ontario,ON,Toronto,8133394.0,,,43.7143,-79.4065,6.0
189,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,117.0,North Toronto Memorial Community Centre,crc,None,None,None,North York,200,None,Eglinton,Ave,W,M4R 1A7,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br>North Toronto Memorial Community Centre is a multi-use complex with a gymnasium, multipurpose rooms, and indoor and outdoor pools. A family/universal change room is available at this location.",M4R,M4R,CA,Central Toronto (North Toronto West),Ontario,ON,Toronto,8133394.0,,,43.7143,-79.4065,6.0
